score,review,sentiment
5, 일본인들이 생각하는 리얼리티는 전혀 리얼하지 않다 영화든 만화든 등장인물들의 대사나 연출은 만약 실제로 고질라가 나타난다면 어떨까 라는걸 염두해서 나름 리얼리티를 살리려고 하는것 같은데 이건 뭐 드라마도 아니고 ,0
4, 돈 좀 들여서 그럴싸하게 좀 만들지 고질라가 무슨 장난감 같아서 집중이 안된다 ,0
10, 나만 당할순 없지 꼭 보세요 ,1
10, 등장 후 조치나 군사무기들 보는 재미 ,1
6, 1 CG 특히 2단계 2 불필요한 배역 그 미국인 혼혈 3 진지함이 지나쳐 오글거릴 정도 4 에반게리온 실사판 이렇게 4점 뺐다 ,1
2, 안도 에바는 언제 만들꺼야 ,0
7, 괴수 영화라기 보다는 괴수의 행정학 사회학 영화에 가깝다 ,1
8, 일부러 B급으로 간거 아닌가jQuery22405006803506342408_1521910734909 등장인물들도 대사도 불랙코미디 같은 느낌을 지울 수 없었는데 만약 진지하게 만든거라면 미안행 고질 ,1
8, 이제 핵은 일본이든 북한이든 이란이든 더이상 발사되거나 폭격되거나 하면 안되는건 맞음 끔찍한 무차별적 살육과 말도 안되는 엄청난 사상자 등을 생각해서라도 더이상의 핵은 발사되면 안됨 단지 일본정부 입장을 조금 ,1
4, 고질라로 갈려면 고질라 자체로 가야지 정치 이념 평화등등 다 잡아넣어서 만들려고 보니 영화가 지루하다 ,0
1, 전형적인 일본의 국뽕영화 핵쏜 미국을 겁나 비난하지만 지들은 전범국가인걸 모름그리고 위기에 강한 일본으로 이미지를 잡고 있지만 실제로는 원자력 발전소 하나 관리 못하는 무능국 ,0
5, CG가 엉성한게 실제 사람이 연기하는게 아니라 애니메이션 보는것같음 ,0
1, 자위대 광고와 역사미화의 결정체 ,0
3, 딱 일본식 표현이네 미국은 건방지고 우월하고 위선적이고 자기들은 피해자고 인간적인면을 자의적으로 내세우고 그와중에 일본과 미국은 어깨를 나란히 하고 ,0
3, TV유치원 인형극이네 레옹 뤽베송이 나온 옛날 고질라는 실감났는데 이건 특수효과라 할 수는 없지 인형눈깔도 흰종이에 까만색 칠하고 끝 ,0
4, 일본특유의 맛이라해도 나머지것에 집중하기 어렵다 ,0
8, 관람객 관료제 엔터테인먼트 ,1
6, 나름 볼만한데 장소나 계급 설명으로 자막을 제대로 못보고 대사가 너무 빨라 이해가 어려웠다 ,1
10, 스포일러가 포함된 감상평입니다 감상평 보기 평점 10점 불만있으면 블로그 오셈 ,1
10, 스포일러가 포함된 감상평입니다 감상평 보기 대체 뭘로 까는건지를 모르겠을 영화 ,1
10, 98년도 고질라와 함께 가장 재밌는 고질라 영화다 다만 정말 괴물이 현실에 나타난다면 의 정치편이니 고질라만 보러 간거라면 좀 실망할 수도 ,1
7, 이 정도면 재미있는 영화 ,1
10, 괜찮은 작품 이렇게 까지 까여야 하나 ,1
10, 짱 짱 짱 짱 짱 짱 짱 ,1
1, 신같은 일본인들 정신세계와 관료주의 ,0
8, 갈수록 재밌어지다 고질라빔에서 절정 그 뒤론 점점 노잼 그래도 영웅 한명에게 작살나는 고질라보다 훠어어얼씬 현실적이고 재밌었음 ,1
10, 대부분 보지도 않고 평점 주네 ,1
1, 대사는아웃사이더마냥 졸라빨라서 일본현지인들도 못알아먹을거같고 말끝마다 오글거리는 어투에 그래픽예전에만든 아바타 발톱 때만큼도 안되고 도쿄에 핵쏜다니까 전쟁때 핵 맞은거가지고 피해자 행세 보는내내 기분더러웠고 쓸데없는 ,0
5, 아 왜 최신작 신고질라가 전작 14년작 보다 cg가 엉망인가 했더니 전작은 할리우드작품이었구나 일본 cg기술은 하 도대체 언제 발전하려나 ,0
1, 씬으로 등장인물 성격이 파악되는게 아니라 등장인물설정과 환경을 자막으로 가르쳐준 직급과 이름의사람이 줄줄 읽어줌 이럴거면 그냥 소설을 팔던가 기본적으로 영화라는 영역을 모르는 감독이 소설의 지문까지 대사로 만들 ,0
3, 평론가처럼 볼거면 봐도 무방하지만 일반 관객처럼 볼거면 시간이 아깝다 ,0
2, 고질라의 명예를 더럽혔어 ,0
10, 정말 재미있게 봤습니다 보는 관점이 달라서 인지는 모르겠지만 저는 2014 고질라 보단 이쪽이 더 취향저격이네요 재해상황이 터졌을 시에 일어날수있는 현실적인 사회 묘사들이나 과장되지않은 리얼한 군대 전투씬 ,1
1, 사상 최악의 괴수 영화 편집 연출이 고등학교 방송부 수준이며 일본 자위대의 능력이 이만큼 좋다라는 걸 어필하는 영화입니다 ,0
8, 무난하게 볼만하다 고지라 시리즈 팬들은 좋아하겠지만 일반인들이 보면 지루할수있다 ,1
5, 고질라 인형 입고 소형 세트에서 찍었던 흑백시대의 향수로 버텼다 방사능과 관료주의 등 현실을 넣어봐야 유치한 소재에 진지하게 임하는 정치행정가들의 허세 저음과 재난에 대처하는 일본영화 특유의 멋진 척은 이질적이고 ,0
3, 아이구 잘 가다가 왜 엄한데로 ,0
5, 후쿠시마라는 명백한 위협을 바라보는 일본의 현실도피 자위 딱 그 정도다 현실에서는 보도통제와 회피 영화에서는 목숨바쳐 구하겠다는 각오가 우습고 방사능의 반감기가 20일이라 기적처럼 희망을 품는 메세지는 너무나 ,0
4, 고질라 보다 사람들 대화하는 빈도가 너무 많아서 지루하고 너무 옛 느낌에 추억팔이용 고질라 많이 아쉬움 ,0
5, 정부를 비판하고 싶다면 차라리 다큐멘터리를 만들지 주제나 의도만 좋다고 좋은 영화는 아니지 않을까 싶네 ,0
6, 아 그래 호불호갈리고 다인정한다 근데 선진영화들은 전개가 다소 명확한데일본영화 애니 드라마는 밑도끝도없고본인만알고 남들은 모를거라는사상 때문에오글거림 유치함 영화도 만화같음 오타쿠 ,1
1, 본인도 고질라 좋아하긴 하는데 고질라 인형눈 볼때마다 깬다 제작진들은 자기가 만든 영화 보면서 이런 기분 안드나 ,0
1, 영화는 평범한정도 근데 지들이 핵맞은게 왜미국탓 먼저 침략해서 아시아국가들에 수많은 인명피해 유래가 없을정도로 잔인한 전쟁범죄 인체실험 식민지 쥐어짜고 미국본토에 선전포고도없이 폭격 포로학대 자업자득인데 ,0
7, 고질라 의 영화라기보다는 고질라를 수단으로 한 재난영화에 더 가까운 어두운 밤에 포효하며 도시를 불사르는 장면은 꽤 명장면이다 ,1
1, 무슨 30년전 영화보는듯 얘네 영화기술이 이것밖에안되 ,0
1, 어휴 2017년 개봉에 고질라 흐물흐물 거리는거 보소 스토리고 나발이고 고질라가 대놓고 인형이다 쯧쯧 ,0
1, 자위대 홍보영화 즐 ,0
8, 원폭피해자인척 하는건 별로지만 ,1
1, 다들 알바여 본거맞나 ,0
1, 이걸 영화라고 고질라 인형 사다가 찍었네 일본 수준이 이정도 밖에 안되네 이러니 소니가 망하지 일본은 점점 뒤쳐지네 그런데도 일본 찬양하는 친일파 쪽바리 자식들이 많다는 증거다 한심하다 ,0
1, 생각한거보다 더 나쁘다 ,0
1, 난 2014 고질라를 기대하고 봤거등 내용 따위 아무래도 상관없었다고 ,0
1, 평점 높게준놈들은 혼자 당할수없다 이런 심보로 박은거냐 ,0
10, 관람객 고지라는 좋지만 영화는 아쉽다 ,1
1, 이 소재로 이것뿐이 못살렷다는게 ,0
1, 조조로 봤지만 너무나도 돈이 아까운 영화 ,0
1, 1점도 아까운 영화 디워가 훨씬 잘 만들었다는 생각이 들게 하는 최초의 영화임 ,0
1, 여기 댓글은 모두 일본인이 다는거같다 딱 용가리급 영화 시작해서 고질라 나오면 완전 헐 완구점에 가면 있는 괴수를 보았다 ,0
6, 괴수 고질라 영화를 가장한 정치 영화였네 감독 때문에 에반게리온 색채를 지울수가 없다 전체적으로 나쁘진 않은데 지루한게 흠 ,1
8, 현실성을 추구한 S급 특촬물 과장된 연기가 흠이었다 대체 고질라는 무엇이고 왜 나타난 걸까 ,1
7, 고질라 공격시 관료주의에 의한 미온적인 대응책이 세월호 사고당시 비상 대책대응반과 오마쥬 된다 ,1
1, 굳이 옛날 특촬물초럼 찍을 필요가 있었나 정부측 사람들 연기는 좋앗는데 고질라 연구하던 연구원들보면 로봇인줄 알았네 고질라 없이 그냥 정치영화로 만들엇으면 더 인기 많앗겟다 ,0
8, 괴수 영화라 cg를 보러갔다면 별로 하지만 이 영화는 괴수 영화가 아님 ,1
7, 재난에 따른 대응 관점으로 영화를 보면 7점 CG와 고질라 관점으로 보면 1점입니다 헐리웃식 괴수영화 기대하시면 안보시는게 나을수 있습니다 ,1
1, 17년도에 이 cg 실화냐 ,0
1, 일본은 이런 졸작 찍어낼꺼면 그냥 찌그러져 있어라 ,0
1, 디워보다 백배는 구림 평점 1점도 아깝다 ,0
1, 뭐 이딴영화가있지 시대가 어느땐데 고질라 눈도 장난감 인형눈 마냥 초점도없고 그냥 흰자에 검은색 박아놓고 연출도 쓰레기10년전에 나온 괴물보다 cg효과가 구림 ,0
8, 놀라운 영화 그러나 권하긴 어렵다 ,1
1, CG가 특촬식이든 일부러그랬든 뭐든간에 그냥 관람객 입장에서는 재미가 없고 유치하다 화면도 후지고 우리가 왜 영화 하나 보는데 그 역사를 알아야하고 감독이 일부러 어떻게 만들었느니 그런걸 알아야 되는거냐 그냥 영 ,0
8, 일본인들을 위한 영화 확실히 특유의 정치풍자 세세하다 못해 메뉴얼 이상의 상황이 닥치면 어영부영 하다가 아무것도 못한다는점 피난 능력은 뛰어난데 법 관료제 때문에 피난 명령을 못내린다는점 는 상당히 감명 깊었습니다 ,1
10, 안노히데아키라는 거장이 만든 재난 영화의 새로운 특수성과 현실적인 접근으로 보통의 재난물에서 진화한 영화 자국에 대한 비판과 풍자가 날카롭고 나아가 미래 세대를 위한 메시지 또한 충분했다 ,1
10, 재밌음재밌음재밌음요 ,1
7, 매니악한 면이 있긴 하지만 고질라의 도시 파괴장면은 굉장히 매력적임 하지만 맥빠지는 고질라 격퇴장면은 정말 그게 최선인지 묻고 싶음 ,1
10, 최근 본 영화 중 최고핵에 관한 일본 내의 정서가 확실히 드러났고 세계 정세와 정부의 무능함이 인상 깊음 세상 돌아가는 시스템을 아는 사람이 만들 수 있는 영화 가족 신파극이 빠져서 맘에 들었다 ,1
10, 관람객 재밌다 그래서 에반게리온 다음 편은 언제 ,1
10, 관람객 사실 별 기대를 안하고 본건데 아주 재밌게 봤어요 보는내내 긴장감도 느껴지고 주인공이 평범한 시민이 아니라 공무원인것도 신선했어요 단순한 재난 영화에서 주는 억지감동이나 영웅만들기가 아니고 현실을 묘사해서 맘에 ,1
10, 영화 비평하는건 좋은데 작품의도와 성격 파악도 못하면서 지 입맛에 안 맞다고 비난하는건 참 웃기단 말이지 ,1
2, 이시하라사토미가이뻐서 2점자위대 광고영화임 ,0
10, 기대와 우려에서 탄성과 찬사로 ,1
7, 의외로 나쁘지 않은 완성도에 감탄 성의없고 생각없이 1점을 준 사람들에게 한숨 ,1
10, 재밌는 사람한텐 재밌다고 생각하지만 매니악한 취향을 타는 느낌이라 타인에게 추천해주기 망설여지는부분은 있었습니다 평점시스템은 믿고 거르는편이지만 일본거라고 무조건 평점깎고보거나 에바 안만들고 이거나 만들었다고 평점 ,1
10, 고지라로 보여준 인류가 자초한 재앙의 무서움 ,1
1, 수면제다 이건 수면제야 ,0
1, 일본인이나 매니악한 고질라 팬 외에는 어필할 구석이 적다 ,0
2, 기대한거에 비해 별로 였음 소재는 괜찮지만 그걸 표현하는 방식에서 좀 아쉬운건 어쩔 수 없었음 CG나 표현을 일부러 그랬다고 하지만 현대 영화에서는 좀 거부감이 있었다 할까 예고편에서는 급박한 긴장감을 표현했는 ,0
10, http m movie naver com m endpage movie ReviewView nhn nid 4474802 sort rsno page 1 [추천하기] 바이러스 CG는 감독의 색깔로 이해해라 원조 1 ,1
1, 하하 좋은 메시지도 말아먹는 괴수영화 ,0
1, 심각하다 괴수영화로서는 완벽한 낙제점이다 cg와 연출은 심형래의 어이없는 망작인 디워보다도 못하다 괴수영화를 보러간거지 일본 정치 자위대 얘기를 보러간게 아니다 심지어 그 얘기조차 재미없다 고지라면 무조건 좋다 ,0
1, 와 진짜 대박임 cg는 둘째치고고질라 거의 안나옴 정신없이 산만하고지루하고 긴장감도 없다 올해 영화 중 최악의 영화 ,0
10, 관람객 큰 기대 안하고 그냥 봤는데 결론은 진짜 대박 재미나요 일본 정치 관료주의에 대한 스토리도 재밌고 웅장한 규모의 초대형 괴수 재난영화의 진미내요 ^^ ,1
1, 호불호 갈리는게 아니라 영상적으로 0점이다 _ ,0
1, 알바들 참 돈별려고 애쓴다 일본 정부 얘기 1시간 고질라 10분게다가 조잡한 cg 그래 원작을 추억하며 일부러 옛날 방식으로 만든거겠지 ,0
1, 감독이랑 제작진이 90년대 기술로 만든거 같은데 ,0
1, 이걸10점주는사람은 뭐지 진심 2017년영화인가싶은영화를 80 90년대수준의영화다 ,0
10, 안노가 그려낸 가장 고질라 다운 고질라의 탄생 ,1
8, 이 영화를 신파 재해물 판도라랑 비교하는 사람도 있네 뭐 이 영화는 신파 따위는 없는 일본 정치 풍자극 입니다일본 정치에 관심 없는 사람은 별로 일 가능성이 꽤 되지요 한 가지 확실한 건 후반 ,1
10, 1 3점 주는 분들 정말 무식함 묘리 원조 고지라 1954 혼다이시로 감독 작품부터 알고 그 심형래씨도 영향을 받아서 용가리를 만든거다 1967년 김기덕 감독 대괴수용가리 도 영향을 받은 작품이다 CG는 ,1
7, 이건 관료제 풍자 정치 풍자 영화가 아니다 재난과 당면해서 정부가 무능력하게 그려지는 작품은 흔하디 흔하다 게다가 신 고질라의 내각은 무능하지도 않았다 어디까지나 합리적이고 상식적인 판단을 ,1
